model,similarity,alpha,batch_size,corruption,epoch,iteration,key_dimension,lambda,learning_rate,mode_dimension,normalize,rank,root,topK,MAP@10,MAP@15,MAP@20,MAP@5,MAP@50,NDCG,Precision@10,Precision@15,Precision@20,Precision@5,Precision@50,R-Precision,Recall@10,Recall@15,Recall@20,Recall@5,Recall@50,metric
ACF,Cosine,1,512,0,100,10,5,0.0001,0.0001,1,,100,1,"[5, 10, 15, 20, 50]","[0.1125, 0.0043]","[0.1086, 0.0038]","[0.1056, 0.0034]","[0.1177, 0.0053]","[0.0945, 0.0026]","[0.1453, 0.0032]","[0.1043, 0.0035]","[0.0988, 0.003]","[0.0949, 0.0027]","[0.1123, 0.0044]","[0.0809, 0.002]","[0.0847, 0.0024]","[0.0566, 0.0023]","[0.0794, 0.0029]","[0.1004, 0.0032]","[0.0313, 0.0017]","[0.2028, 0.0047]","['R-Precision', 'NDCG', 'Precision', 'Recall', 'MAP']"
