model,similarity,alpha,batch_size,corruption,epoch,iteration,key_dimension,lambda,learning_rate,mode_dimension,normalize,rank,root,topK,MAP@10,MAP@15,MAP@20,MAP@5,MAP@50,NDCG,Precision@10,Precision@15,Precision@20,Precision@5,Precision@50,R-Precision,Recall@10,Recall@15,Recall@20,Recall@5,Recall@50,metric
MMP,Cosine,1.0,32,0.4,300,10,3,0.0001,1e-05,5,,200,1.0,"[5, 10, 15, 20, 50]","[0.02, 0.0011]","[0.0172, 0.0009]","[0.0152, 0.0007]","[0.0254, 0.0015]","[0.0101, 0.0004]","[0.0657, 0.0027]","[0.0129, 0.0006]","[0.0105, 0.0005]","[0.0089, 0.0004]","[0.018, 0.001]","[0.0054, 0.0002]","[0.0298, 0.0022]","[0.0674, 0.0034]","[0.081, 0.0037]","[0.0904, 0.0039]","[0.0488, 0.0029]","[0.1333, 0.0046]","['R-Precision', 'NDCG', 'Precision', 'Recall', 'MAP']"
