model,similarity,alpha,batch_size,corruption,epoch,iteration,key_dimension,lambda,learning_rate,mode_dimension,normalize,rank,root,topK,MAP@10,MAP@15,MAP@20,MAP@5,MAP@50,NDCG,Precision@10,Precision@15,Precision@20,Precision@5,Precision@50,R-Precision,Recall@10,Recall@15,Recall@20,Recall@5,Recall@50,metric
MMP,Cosine,1.0,32,0.4,300,10,3,0.001,5e-05,1,,100,1.0,"[5, 10, 15, 20, 50]","[0.0125, 0.0004]","[0.0111, 0.0004]","[0.0101, 0.0003]","[0.015, 0.0006]","[0.0073, 0.0002]","[0.0515, 0.0012]","[0.0092, 0.0003]","[0.0078, 0.0002]","[0.0069, 0.0002]","[0.012, 0.0004]","[0.0045, 0.0001]","[0.0175, 0.0009]","[0.053, 0.0017]","[0.066, 0.0019]","[0.0767, 0.002]","[0.0357, 0.0014]","[0.1241, 0.0025]","['R-Precision', 'NDCG', 'Precision', 'Recall', 'MAP']"
