model,similarity,alpha,batch_size,corruption,epoch,iteration,key_dimension,lambda,learning_rate,mode_dimension,normalize,rank,root,topK,MAP@10,MAP@15,MAP@20,MAP@5,MAP@50,NDCG,Precision@10,Precision@15,Precision@20,Precision@5,Precision@50,R-Precision,Recall@10,Recall@15,Recall@20,Recall@5,Recall@50,metric
MMP,Cosine,1.0,32,0.3,300,10,3,1e-05,5e-05,3,,40,1.0,"[5, 10, 15, 20, 50]","[0.13, 0.0045]","[0.126, 0.004]","[0.1227, 0.0037]","[0.1344, 0.0056]","[0.1101, 0.0027]","[0.1791, 0.0036]","[0.1225, 0.0037]","[0.1157, 0.0032]","[0.1112, 0.0029]","[0.1302, 0.0047]","[0.0946, 0.0021]","[0.1014, 0.0026]","[0.0762, 0.003]","[0.1057, 0.0036]","[0.1325, 0.004]","[0.0418, 0.0022]","[0.2568, 0.0055]","['R-Precision', 'NDCG', 'Precision', 'Recall', 'MAP']"
