model,similarity,alpha,batch_size,corruption,epoch,iteration,key_dimension,lambda,learning_rate,mode_dimension,normalize,rank,root,topK,MAP@10,MAP@15,MAP@20,MAP@5,MAP@50,NDCG,Precision@10,Precision@15,Precision@20,Precision@5,Precision@50,R-Precision,Recall@10,Recall@15,Recall@20,Recall@5,Recall@50,metric
ACF,Cosine,1,512,0,100,10,4,1e-05,0.0001,1,,200,1.0,"[5, 10, 15, 20, 50]","[0.0095, 0.0004]","[0.0089, 0.0003]","[0.0083, 0.0003]","[0.0106, 0.0005]","[0.0066, 0.0002]","[0.0491, 0.0011]","[0.008, 0.0003]","[0.0071, 0.0002]","[0.0065, 0.0002]","[0.0093, 0.0004]","[0.0047, 0.0001]","[0.0119, 0.0008]","[0.0483, 0.0016]","[0.0634, 0.0018]","[0.0759, 0.002]","[0.029, 0.0013]","[0.1353, 0.0026]","['R-Precision', 'NDCG', 'Precision', 'Recall', 'MAP']"
