model,similarity,alpha,batch_size,corruption,epoch,iteration,key_dimension,lambda,learning_rate,mode_dimension,normalize,rank,root,topK,NDCG,Precision@10,Precision@15,Precision@20,Precision@5,Precision@50,R-Precision,Recall@10,Recall@15,Recall@20,Recall@5,Recall@50
MMP,Cosine,0,32,0.2,300,10,4,0.001,5e-05,3,,60,1.0,,"[0.0418, 0.002]","[0.0072, 0.0004]","[0.0061, 0.0003]","[0.0054, 0.0003]","[0.0095, 0.0007]","[0.0036, 0.0001]","[0.0146, 0.0015]","[0.0411, 0.0027]","[0.0514, 0.0029]","[0.0608, 0.0032]","[0.0277, 0.0022]","[0.0995, 0.004]"
MMP,Cosine,0,32,0.2,300,10,4,0.001,0.0001,3,,60,1.0,,"[0.0405, 0.002]","[0.0072, 0.0004]","[0.0061, 0.0003]","[0.0053, 0.0003]","[0.0092, 0.0007]","[0.0036, 0.0001]","[0.0138, 0.0015]","[0.0402, 0.0026]","[0.0513, 0.003]","[0.0589, 0.0032]","[0.0267, 0.0022]","[0.0963, 0.004]"
