model,similarity,alpha,batch_size,corruption,epoch,iteration,key_dimension,lambda,learning_rate,mode_dimension,normalize,rank,root,topK,NDCG,Precision@10,Precision@15,Precision@20,Precision@5,Precision@50,R-Precision,Recall@10,Recall@15,Recall@20,Recall@5,Recall@50
MMP,Cosine,0,32,0.2,300,10,5,0.001,5e-05,3,,80,1.0,,"[0.0423, 0.002]","[0.0073, 0.0004]","[0.0061, 0.0003]","[0.0054, 0.0003]","[0.01, 0.0007]","[0.0036, 0.0001]","[0.0158, 0.0016]","[0.0423, 0.0027]","[0.0519, 0.003]","[0.0606, 0.0032]","[0.0293, 0.0023]","[0.0981, 0.004]"
MMP,Cosine,0,32,0.2,300,10,5,0.001,0.0001,3,,80,1.0,,"[0.0402, 0.002]","[0.0072, 0.0004]","[0.006, 0.0003]","[0.0052, 0.0003]","[0.0094, 0.0007]","[0.0035, 0.0001]","[0.0141, 0.0015]","[0.0404, 0.0026]","[0.0505, 0.0029]","[0.0583, 0.0031]","[0.0273, 0.0022]","[0.0944, 0.0039]"
