model,similarity,alpha,batch_size,corruption,epoch,iteration,key_dimension,lambda,learning_rate,mode_dimension,normalize,rank,root,topK,NDCG,Precision@10,Precision@15,Precision@20,Precision@5,Precision@50,R-Precision,Recall@10,Recall@15,Recall@20,Recall@5,Recall@50
MMP,Cosine,0,32,0.2,300,10,3,0.001,5e-05,3,,80,1.0,,"[0.042, 0.0021]","[0.0075, 0.0004]","[0.0061, 0.0003]","[0.0053, 0.0003]","[0.01, 0.0007]","[0.0035, 0.0001]","[0.0156, 0.0016]","[0.0438, 0.0028]","[0.0527, 0.003]","[0.0601, 0.0032]","[0.0297, 0.0023]","[0.0965, 0.004]"
MMP,Cosine,0,32,0.2,300,10,3,0.001,0.0001,3,,80,1.0,,"[0.0416, 0.002]","[0.0073, 0.0004]","[0.0061, 0.0003]","[0.0054, 0.0003]","[0.0097, 0.0007]","[0.0035, 0.0001]","[0.0153, 0.0016]","[0.0415, 0.0027]","[0.0515, 0.003]","[0.0605, 0.0032]","[0.028, 0.0022]","[0.097, 0.004]"
